ts_code,name,management,custodian,fund_type,found_date,benchmark
006917.OF,上银慧祥利C,上银基金,交通银行,债券型,20190124,中国债券综合指数收益率
006688.OF,方正富邦深证100ETF联接C,方正富邦基金,中国建设银行,股票型,20190124,深证100价格指数收益率*95%+银行人民币活期存款利率(税后)*5%
006687.OF,方正富邦深证100ETF联接A,方正富邦基金,中国建设银行,股票型,20190124,深证100价格指数收益率*95%+银行人民币活期存款利率(税后)*5%
006937.OF,工银瑞信沪深300C,工银瑞信基金,中国建设银行,股票型,20190123,沪深300指数收益率*95%+商业银行活期存款利率(税后)*5%
006746.OF,交银中债1-3年农发债C,交银施罗德基金,中国光大银行,债券型,20190123,中债-1-3年农发行债券指数收益率*95%+银行活期存款利率(税后)*5%
006745.OF,交银中债1-3年农发债A,交银施罗德基金,中国光大银行,债券型,20190123,中债-1-3年农发行债券指数收益率*95%+银行活期存款利率(税后)*5%
004827.OF,平安中短债A,平安基金,中国工商银行,债券型,20190123,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%
004828.OF,平安中短债C,平安基金,中国工商银行,债券型,20190123,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%
006851.OF,平安中短债E,平安基金,中国工商银行,债券型,20190123,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%
006560.OF,华夏中证四川国改ETF联接A,华夏基金,中国建设银行,股票型,20190122,中证四川国企改革指数收益率*95%+银行活期存款利率(税后)*5%
006938.OF,鹏华中证500C,鹏华基金,中国工商银行,股票型,20190122,中证500指数收益率*95%+银行同业存款利率*5%
006561.OF,华夏中证四川国改ETF联接C,华夏基金,中国建设银行,股票型,20190122,中证四川国企改革指数收益率*95%+银行活期存款利率(税后)*5%
006544.OF,平安惠聚纯债,平安基金,上海银行,债券型,20190122,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%
006939.OF,鹏华沪深300C,鹏华基金,中国工商银行,股票型,20190122,沪深300指数收益率*95%+银行同业存款利率*5%
006627.OF,山西证券超短债C,山西证券,交通银行,债券型,20190121,中债综合财富(1年以下)指数收益率
006800.OF,财通资管鸿运中短债C,财通证券资管,中国工商银行,债券型,20190121,中债总财富(1-3年)指数收益率*85%+一年期定期存款利率(税后)*15%
006626.OF,山西证券超短债A,山西证券,交通银行,债券型,20190121,中债综合财富(1年以下)指数收益率
006799.OF,财通资管鸿运中短债A,财通证券资管,中国工商银行,债券型,20190121,中债总财富(1-3年)指数收益率*85%+一年期定期存款利率(税后)*15%
006764.OF,景顺长城景泰鑫利纯债A,景顺长城基金,交通银行,债券型,20190121,中债综合全价(总值)指数收益率
006330.OF,易方达中证海外互联ETF联接C美元,易方达基金,招商银行,股票型,20190118,中证海外中国互联网50指数收益率*95%+活期存款利率(税后)*5%
006202.OF,交银核心资产,交银施罗德基金,中国农业银行,混合型,20190118,沪深300指数收益率*50%+恒生指数收益率*30%+中证综合债券指数收益率*20%
006805.OF,富国短债C,富国基金,中国工商银行,债券型,20190118,中债综合财富(1年以下)指数收益率*80%+银行一年期定期存款利率(税后)*20%
006716.OF,东方永泰纯债1年定开C,东方基金,中国农业银行,债券型,20190118,中债总全价指数收益率
006804.OF,富国短债A,富国基金,中国工商银行,债券型,20190118,中债综合财富(1年以下)指数收益率*80%+银行一年期定期存款利率(税后)*20%
006715.OF,东方永泰纯债1年定开A,东方基金,中国农业银行,债券型,20190118,中债总全价指数收益率
006850.OF,永赢颐利,永赢基金,浙商银行,债券型,20190118,中国债券综合全价指数收益率
006865.OF,泰康安惠纯债C,泰康资产,交通银行,债券型,20190118,中债新综合财富(总值)指数收益率*95%+金融机构人民币活期存款利率(税后)*5%
006328.OF,易方达中证海外互联ETF联接C人民币,易方达基金,招商银行,股票型,20190118,中证海外中国互联网50指数收益率*95%+活期存款利率(税后)*5%
006329.OF,易方达中证海外互联ETF联接A美元,易方达基金,招商银行,股票型,20190118,中证海外中国互联网50指数收益率*95%+活期存款利率(税后)*5%
006912.OF,长城久泰沪深300C,长城基金,招商银行,股票型,20190118,沪深300指数收益率*95%+银行同业存款利率*5%
006672.OF,广发招财短债A,广发基金,招商银行,债券型,20190118,中债-新综合全价(1年以下)指数收益率
006673.OF,广发招财短债C,广发基金,招商银行,债券型,20190118,中债-新综合全价(1年以下)指数收益率
006327.OF,易方达中证海外互联ETF联接A人民币,易方达基金,招商银行,股票型,20190118,中证海外中国互联网50指数收益率*95%+活期存款利率(税后)*5%
006893.OF,汇添富丰利短债A,汇添富基金,招商银行,债券型,20190118,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%
006481.OF,海富通中高等级短融券A,海富通基金,杭州银行,债券型,20190118,上海清算所中高等级短期融资券指数收益率*95%+银行人民币活期存款利率(税后)*5%
006712.OF,前海开源MSCI中国A股消费A,前海开源基金,中国建设银行,股票型,20190117,MSCI中国A股消费指数收益率*95%+银行人民币活期存款利率(税后)*5%
006713.OF,前海开源MSCI中国A股消费C,前海开源基金,中国建设银行,股票型,20190117,MSCI中国A股消费指数收益率*95%+银行人民币活期存款利率(税后)*5%
006824.OF,创金合信鑫日享短债A,创金合信基金,中国民生银行,债券型,20190117,中证短债指数收益率
006852.OF,永赢迅利中高等级短债A,永赢基金,中国光大银行,债券型,20190117,中债综合全价(1年以下)指数收益率
006825.OF,创金合信鑫日享短债C,创金合信基金,中国民生银行,债券型,20190117,中证短债指数收益率
006654.OF,华泰紫金季季享定开A,华泰证券资管,招商银行,债券型,20190117,中债综合财富(总值)指数收益率*90%+沪深300指数收益率*10%
006655.OF,华泰紫金季季享定开C,华泰证券资管,招商银行,债券型,20190117,中债综合财富(总值)指数收益率*90%+沪深300指数收益率*10%
006827.OF,中加瑞鑫纯债,中加基金,兴业银行,债券型,20190117,中债综合全价(总值)指数收益率
005970.OF,国泰消费优选,国泰基金,中国银行,股票型,20190117,中证内地消费主题指数收益率*85%+中证综合债指数收益率*15%
005980.OF,南方合顺多资产C,南方基金,中国建设银行,混合型,20190117,上证国债指数收益率*60%+沪深300指数收益率*40%
005979.OF,南方合顺多资产A,南方基金,中国建设银行,混合型,20190117,上证国债指数收益率*60%+沪深300指数收益率*40%
003822.OF,中信建投行业轮换A,中信建投基金,招商银行,混合型,20190117,沪深300指数收益率*60%+中证综合债指数收益率*40%
003823.OF,中信建投行业轮换C,中信建投基金,招商银行,混合型,20190117,沪深300指数收益率*60%+中证综合债指数收益率*40%
006257.OF,信澳先进智造,信达澳亚基金,中国建设银行,股票型,20190117,沪深300指数收益率*60%+中证港股通综合指数收益率*20%+中证综合债指数收益率*20%
006906.OF,创金合信鑫收益E,创金合信基金,招商银行,混合型,20190116,一年期人民币定期存款利率(税后)*70%+沪深300指数收益率*30%
006526.OF,鹏华优选回报A,鹏华基金,中国工商银行,混合型,20190115,沪深300指数收益率*60%+恒生指数收益率*20%+中证综合债指数收益率*20%
006789.OF,中信保诚景丰A,中信保诚基金,徽商银行,债券型,20190115,中证综合债指数收益率
006790.OF,中信保诚景丰C,中信保诚基金,徽商银行,债券型,20190115,中证综合债指数收益率
006129.OF,华安中证500低波动ETF联接A,华安基金,中国建设银行,股票型,20190115,中证500行业中性低波动指数收益率*95%+商业银行活期存款利率(税后)*5%
006130.OF,华安中证500低波动ETF联接C,华安基金,中国建设银行,股票型,20190115,中证500行业中性低波动指数收益率*95%+商业银行活期存款利率(税后)*5%
005856.OF,中科沃土沃瑞C,中科沃土基金,交通银行,混合型,20190114,沪深300指数收益率*60%+中债综合全价(总值)指数收益率*40%
005855.OF,中科沃土沃瑞A,中科沃土基金,交通银行,混合型,20190114,沪深300指数收益率*60%+中债综合全价(总值)指数收益率*40%
501311.SH,新经济港股通LOF,嘉实基金,中国银行,股票型,20190114,恒生港股通新经济指数收益率(人民币计价)*95%+银行活期存款利率(税后)*5%
006614.OF,嘉实港股通新经济C,嘉实基金,中国银行,股票型,20190114,恒生港股通新经济指数收益率(人民币计价)*95%+银行活期存款利率(税后)*5%
006842.OF,南方国利六个月,南方基金,中国民生银行,债券型,20190110,中债综合指数收益率
501064.SH,国泰价值,国泰基金,招商银行,混合型,20190110,沪深300指数收益率*60%+中债综合指数收益率*40%
006384.OF,招商添盈纯债C,招商基金,中国银行,债券型,20190107,中证全债指数收益率
006383.OF,招商添盈纯债A,招商基金,中国银行,债券型,20190107,中证全债指数收益率
006843.OF,中信建投睿溢C,中信建投基金,浦发银行,混合型,20190104,中债总财富指数收益率*80%+沪深300指数收益率*20%
006837.OF,银华信用四季红C,银华基金,中国建设银行,债券型,20190104,中债综合指数(全价)
006844.OF,中信建投稳利C,中信建投基金,北京银行,混合型,20190104,中债总财富指数收益率*80%+沪深300指数收益率*20%
006845.OF,中信建投聚利C,中信建投基金,北京银行,混合型,20190104,中债总财富指数收益率*80%+沪深300指数收益率*20%
006593.OF,博道中证500指数增强A,博道基金,招商银行,股票型,20190103,中证500指数收益率*95%+同期银行活期存款利率(税后)*5%
006594.OF,博道中证500指数增强C,博道基金,招商银行,股票型,20190103,中证500指数收益率*95%+同期银行活期存款利率(税后)*5%
006152.OF,国联安增鑫纯债A,国联安基金,交通银行,债券型,20190103,中债综合指数收益率
006153.OF,国联安增鑫纯债C,国联安基金,交通银行,债券型,20190103,中债综合指数收益率
006747.OF,东海祥利纯债,东海基金,江苏银行,债券型,20181228,中国债券综合指数收益率
673101.OF,西部利得沪深300指数增强C,西部利得基金,平安银行,股票型,20181227,沪深300指数收益率*95%+商业银行活期存款利率(税后)*5%
006652.OF,富国金融地产行业A,富国基金,招商银行,混合型,20181227,中证金融地产行业指数收益率*80%+中债综合指数收益率*20%
511030.SH,公司债ETF,平安基金,平安银行,债券型,20181227,中债-中高等级公司债利差因子指数收益率
006036.OF,中融恒惠纯债C,中融基金,浙商银行,债券型,20181227,中债综合指数(全价)收益率
006035.OF,中融恒惠纯债A,中融基金,浙商银行,债券型,20181227,中债综合指数(全价)收益率
006763.OF,汇添富养老2030三年,汇添富基金,中国建设银行,混合型,20181227,中证800指数收益率*51%+中债综合指数收益率*49%
005934.OF,前海联合先进制造C,新疆前海联合基金,兴业银行,混合型,20181226,申银万国制造业指数收益率*50%+中债综合全价指数收益率*50%
005362.OF,中银证券安源A,中银证券,江苏银行,债券型,20181226,中债综合全价指数收益率
005363.OF,中银证券安源C,中银证券,江苏银行,债券型,20181226,中债综合全价指数收益率
006292.OF,易方达汇诚养老三年(FOF),易方达基金,中国建设银行,混合型,20181226,沪深300指数收益率*55%+中债新综合总财富指数收益率*40%+活期存款利率*5%
005933.OF,前海联合先进制造A,新疆前海联合基金,兴业银行,混合型,20181226,申银万国制造业指数收益率*50%+中债综合全价指数收益率*50%
006584.OF,中信保诚景泰C,中信保诚基金,中国银行,债券型,20181226,中证综合债指数收益率
006080.OF,海富通电子信息传媒产业C,海富通基金,中国工商银行,股票型,20181226,中证TMT产业主题指数收益率*70%+中证港股通TMT主题指数收益率*15%+上证国债指数收益率*15%
006081.OF,海富通电子信息传媒产业A,海富通基金,中国工商银行,股票型,20181226,中证TMT产业主题指数收益率*70%+中证港股通TMT主题指数收益率*15%+上证国债指数收益率*15%
